Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Male,No,1,Not Graduate,No,67308,6345,297,300,1,Urban,Y
Female,No,3,Not Graduate,No,93793,14208,138,300,1,Semiurban,Y
Female,Yes,1,Graduate,No,53844,53657,50,300,1,Semiurban,Y
Male,Yes,1,Not Graduate,No,25484,19202,269,480,0,Rural,N
Female,Yes,3,Graduate,No,84932,58524,144,360,1,Urban,Y
Male,Yes,1,Graduate,No,52070,58173,149,300,1,Semiurban,Y
Female,Yes,3,Graduate,No,51755,1167,324,180,0,Semiurban,N
Female,No,3,Graduate,No,51759,14806,281,360,0,Semiurban,N
Male,Yes,1,Graduate,No,58532,40125,211,300,1,Urban,Y
Male,Yes,3,Not Graduate,Yes,38325,20917,110,360,1,Semiurban,Y
Male,Yes,0,Not Graduate,Yes,18489,13359,274,300,1,Urban,Y
Male,Yes,0,Graduate,No,43499,52627,328,240,1,Urban,Y
Female,Yes,0,Not Graduate,No,38579,51895,333,300,1,Semiurban,Y
Male,Yes,0,Not Graduate,No,92203,11004,151,480,1,Rural,Y
Male,Yes,1,Not Graduate,No,81955,26898,214,120,1,Urban,Y
Male,Yes,0,Not Graduate,No,24404,5345,227,480,1,Urban,Y
Female,Yes,2,Graduate,Yes,101841,44143,76,300,1,Urban,Y
Female,Yes,2,Graduate,No,69187,1160,70,360,1,Semiurban,Y
Male,Yes,3,Not Graduate,No,44197,47230,169,300,1,Rural,Y
Male,Yes,2,Graduate,No,93289,47537,305,360,1,Rural,Y
Male,Yes,2,Graduate,Yes,98536,49792,106,300,1,Semiurban,Y
Male,Yes,1,Graduate,No,73834,58304,66,120,1,Semiurban,Y
Male,Yes,0,Graduate,Yes,107296,23026,217,480,1,Semiurban,Y
Male,No,1,Graduate,Yes,19466,10689,216,480,1,Rural,Y
Male,Yes,1,Graduate,No,38474,42353,150,240,1,Rural,Y
Male,Yes,0,Graduate,No,116246,476,122,300,1,Rural,Y
Male,Yes,0,Graduate,No,30305,32199,266,360,1,Urban,Y
Female,No,0,Graduate,No,42141,195,312,180,0,Rural,N
Female,No,2,Graduate,No,85192,7995,264,360,1,Urban,Y
Male,No,0,Graduate,No,43772,5744,285,360,1,Urban,Y
Male,Yes,1,Not Graduate,Yes,37924,48597,254,360,1,Urban,Y
Female,Yes,0,Graduate,No,106575,24512,99,360,1,Urban,Y
Male,No,2,Not Graduate,No,49701,14210,231,360,1,Rural,Y
Female,No,0,Not Graduate,No,44114,4380,114,360,1,Urban,Y
Female,No,0,Graduate,No,91805,2139,280,180,1,Urban,Y
Male,Yes,2,Graduate,No,55292,5327,85,120,1,Urban,Y
Female,No,1,Not Graduate,No,66787,7665,335,360,1,Urban,Y
Female,Yes,2,Graduate,Yes,69894,4197,157,360,1,Urban,Y
Male,No,0,Graduate,No,39789,8926,199,360,1,Urban,Y
Male,No,0,Graduate,Yes,18594,4740,134,360,1,Urban,Y
Male,Yes,2,Graduate,No,76273,42095,143,120,1,Semiurban,Y
Male,Yes,2,Graduate,No,89856,13887,92,360,1,Semiurban,Y
Male,Yes,1,Graduate,No,74896,18447,204,240,0,Urban,N
Male,No,1,Graduate,No,42964,234,67,360,0,Semiurban,N
Male,No,1,Graduate,No,44005,9948,275,480,1,Rural,Y
Male,Yes,1,Graduate,No,42277,32698,235,360,1,Urban,Y
Female,Yes,2,Graduate,No,81218,36760,291,360,1,Rural,Y
Female,Yes,2,Graduate,No,79428,38415,180,360,1,Semiurban,Y
Female,Yes,1,Graduate,No,78381,24040,260,360,1,Urban,Y
Female,Yes,0,Graduate,No,96102,5940,256,240,1,Rural,Y
Female,No,3,Graduate,No,65123,4287,326,480,0,Urban,N
Male,No,1,Graduate,No,107371,669,330,360,1,Semiurban,Y
Male,No,2,Graduate,No,29720,12021,85,300,1,Urban,Y
Female,Yes,0,Graduate,No,105306,25169,124,180,1,Semiurban,Y
Male,No,0,Graduate,No,76361,10761,280,180,0,Urban,N
Female,No,3,Graduate,No,102263,9002,201,300,1,Urban,Y
Male,No,1,Graduate,No,48466,6191,100,300,1,Semiurban,Y
Female,No,0,Graduate,No,12354,6917,300,300,1,Urban,Y
Male,Yes,0,Graduate,No,19157,1531,279,360,1,Semiurban,Y
Female,Yes,3,Graduate,No,58776,44120,310,300,1,Semiurban,Y
Male,Yes,1,Not Graduate,No,49307,34412,203,360,1,Urban,Y
Female,Yes,2,Graduate,No,34872,9467,260,480,1,Rural,Y
Male,Yes,1,Not Graduate,Yes,105310,10387,210,360,1,Semiurban,Y
Female,Yes,3,Graduate,No,88094,26644,297,300,1,Semiurban,Y
Female,Yes,2,Graduate,No,85009,30954,321,300,1,Semiurban,Y
Male,No,3,Not Graduate,No,75103,11391,117,240,1,Urban,Y
Female,Yes,1,Graduate,No,71742,17151,277,240,1,Rural,Y
Male,Yes,1,Graduate,No,20602,22068,163,300,1,Semiurban,Y
Male,Yes,3,Not Graduate,No,82593,10134,64,300,1,Semiurban,Y
Female,No,1,Graduate,No,95989,4029,123,240,1,Semiurban,Y
Male,Yes,2,Graduate,No,47333,11100,91,360,1,Urban,Y
Female,No,0,Not Graduate,No,44903,3589,206,240,0,Urban,N
Male,Yes,2,Not Graduate,No,112378,38537,114,480,1,Urban,Y
Female,Yes,0,Graduate,No,93397,51183,120,360,1,Urban,Y
Female,Yes,0,Not Graduate,No,29754,29001,81,300,1,Semiurban,Y
Male,Yes,2,Graduate,Yes,63859,40187,104,300,0,Urban,N
Male,Yes,0,Graduate,No,97737,29955,350,480,0,Urban,N
Male,No,0,Graduate,No,49725,5148,251,120,1,Urban,Y
Female,No,1,Not Graduate,No,82520,4725,58,240,1,Semiurban,Y
Female,Yes,0,Graduate,Yes,116040,39839,300,180,0,Rural,N
Male,Yes,2,Graduate,No,60251,26709,173,300,1,Urban,Y
Female,Yes,0,Graduate,No,61239,37674,248,120,1,Rural,Y
Male,Yes,0,Not Graduate,No,98471,47300,299,360,1,Semiurban,Y
Male,Yes,3,Graduate,Yes,112257,4829,153,480,1,Urban,Y
Female,Yes,0,Graduate,Yes,103064,9265,300,360,1,Rural,Y
Female,Yes,3,Graduate,No,117027,37432,340,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,89054,39931,109,300,0,Urban,Y
Male,Yes,1,Graduate,No,45735,18519,53,360,1,Semiurban,Y
Female,Yes,1,Graduate,Yes,13615,25113,349,360,1,Urban,Y
Female,Yes,1,Graduate,No,17019,53527,335,360,1,Urban,Y
Female,Yes,0,Graduate,No,81082,35774,116,300,1,Semiurban,Y
Female,Yes,1,Graduate,No,112371,3870,246,360,1,Semiurban,Y
Male,Yes,2,Graduate,Yes,18938,675,253,240,1,Rural,Y
Female,Yes,2,Graduate,Yes,46451,33727,269,360,1,Semiurban,Y
Male,Yes,2,Not Graduate,No,31167,52425,104,180,1,Urban,Y
Male,Yes,1,Graduate,Yes,101949,25024,334,300,1,Rural,Y
Female,Yes,0,Graduate,No,100041,25229,181,480,1,Semiurban,Y
Female,Yes,0,Graduate,No,42666,34067,129,480,1,Semiurban,Y
Male,Yes,2,Graduate,No,72075,20762,216,360,0,Semiurban,N
Male,Yes,0,Graduate,Yes,20473,35626,324,300,1,Semiurban,Y
Female,No,2,Graduate,No,107375,12626,288,360,1,Semiurban,Y
Male,No,1,Graduate,No,39643,9878,304,180,0,Urban,N
Female,Yes,1,Graduate,No,61276,23185,274,300,0,Semiurban,N
Male,Yes,3,Graduate,No,20600,37177,303,480,1,Urban,Y
Male,No,3,Graduate,No,85182,8861,51,180,0,Urban,Y
Male,Yes,1,Graduate,No,36934,19823,327,300,0,Urban,N
Male,Yes,1,Graduate,No,20288,48133,276,480,1,Rural,Y
Female,Yes,0,Graduate,No,36499,51054,233,300,1,Rural,Y
Female,Yes,2,Not Graduate,No,59988,9793,183,360,1,Rural,Y
Male,No,1,Graduate,No,54999,9383,347,120,1,Semiurban,Y
Male,Yes,3,Not Graduate,No,107264,52851,336,360,1,Semiurban,Y
Female,Yes,0,Not Graduate,No,115386,23727,304,360,0,Urban,N
Male,Yes,1,Graduate,No,85000,26406,348,300,1,Semiurban,Y
Male,Yes,0,Graduate,No,115851,22693,119,180,1,Semiurban,Y
Male,Yes,0,Graduate,No,95809,23080,286,120,1,Urban,Y
Male,No,1,Graduate,No,116224,299,143,360,1,Semiurban,Y
Female,No,2,Not Graduate,No,40852,9921,300,240,1,Urban,Y
Female,Yes,0,Graduate,No,61114,51932,350,360,1,Semiurban,Y
Male,No,0,Not Graduate,No,90026,13152,213,300,0,Semiurban,N
Male,No,1,Graduate,No,93040,9129,307,360,1,Urban,Y
Male,No,0,Graduate,No,73830,7918,152,300,1,Rural,Y
Male,Yes,0,Graduate,No,14210,23420,126,360,1,Urban,Y
Male,Yes,0,Not Graduate,No,54140,33810,283,360,1,Semiurban,Y
Male,No,0,Graduate,No,42350,7417,175,480,1,Urban,Y
Female,Yes,0,Graduate,No,12022,52584,99,300,0,Rural,N
Female,Yes,1,Graduate,No,16106,40919,167,240,1,Semiurban,Y
Female,Yes,0,Graduate,No,103156,48863,85,360,1,Urban,Y
Male,Yes,2,Graduate,No,33856,57279,61,360,1,Rural,Y
Female,Yes,0,Graduate,No,22358,28682,296,360,1,Semiurban,Y
Female,Yes,3,Graduate,No,13499,56429,254,240,1,Rural,Y
Male,Yes,1,Graduate,No,72930,44936,194,360,1,Urban,Y
Male,Yes,1,Not Graduate,No,14240,45919,207,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,54101,8388,291,240,0,Rural,N
Male,No,2,Graduate,No,89674,8249,131,180,0,Semiurban,Y
Female,No,0,Not Graduate,No,101716,4173,187,300,1,Rural,Y
Male,Yes,0,Graduate,No,99708,18454,293,360,1,Urban,Y
Male,No,0,Not Graduate,No,50184,3965,338,240,1,Rural,Y
Male,Yes,1,Graduate,No,82776,1559,260,180,1,Urban,Y
Male,No,1,Graduate,No,119349,6470,80,300,1,Rural,Y
Male,Yes,3,Graduate,No,14820,9727,75,360,1,Urban,Y
Male,Yes,0,Not Graduate,No,56143,51743,132,360,1,Semiurban,Y
Female,No,1,Graduate,Yes,41285,2372,243,300,0,Urban,N
Male,Yes,1,Graduate,No,116115,49587,72,360,1,Rural,Y
Male,Yes,3,Not Graduate,No,63402,53798,138,360,1,Rural,Y
Female,Yes,1,Not Graduate,Yes,14675,14335,199,300,1,Urban,Y
Female,Yes,3,Graduate,No,64351,37334,102,360,1,Semiurban,Y
Female,Yes,1,Graduate,No,87294,3217,272,300,1,Semiurban,Y
Male,Yes,0,Graduate,No,62738,52380,268,300,0,Semiurban,N
Female,No,2,Graduate,No,111825,9081,56,120,1,Urban,Y
Male,No,0,Graduate,No,72538,14095,212,240,0,Semiurban,N
Female,Yes,3,Graduate,No,51479,51171,231,480,1,Semiurban,Y
Female,Yes,1,Not Graduate,No,116524,20751,240,360,1,Semiurban,Y
Female,No,3,Graduate,No,52293,2184,213,480,1,Semiurban,Y
Female,Yes,0,Graduate,No,114290,30737,159,360,1,Urban,Y
Female,Yes,0,Graduate,No,26308,49713,197,180,0,Urban,N
Male,Yes,0,Graduate,No,50229,12596,57,360,1,Semiurban,Y
Female,Yes,1,Graduate,No,97085,17651,76,360,1,Urban,Y
Male,Yes,0,Graduate,Yes,117236,23313,292,180,1,Semiurban,Y
Male,Yes,1,Graduate,No,76175,56499,261,360,0,Semiurban,N
Female,Yes,0,Graduate,Yes,24655,46376,242,360,1,Urban,Y
Male,Yes,2,Not Graduate,No,64148,13839,194,120,1,Rural,Y
Female,Yes,0,Not Graduate,No,80173,14742,130,240,0,Urban,N
Male,Yes,3,Graduate,No,117994,36934,93,300,1,Urban,Y
Male,No,1,Not Graduate,Yes,89427,5505,257,300,1,Semiurban,Y
Female,No,1,Graduate,No,76128,11705,194,480,1,Urban,Y
Female,Yes,0,Not Graduate,No,75080,58482,221,480,0,Semiurban,N
Female,No,0,Graduate,No,27263,8286,57,360,0,Semiurban,N
Female,Yes,0,Graduate,No,36800,21281,135,300,1,Semiurban,Y
Female,No,3,Graduate,Yes,46694,7067,240,180,1,Rural,Y
Female,Yes,0,Graduate,No,95045,11652,344,180,1,Urban,Y
Female,Yes,2,Graduate,No,88316,8610,257,360,1,Urban,Y
Male,Yes,0,Graduate,No,119166,53786,92,360,1,Urban,Y
Female,No,3,Graduate,No,114077,2478,227,360,1,Rural,Y
Female,Yes,3,Graduate,Yes,55038,33244,160,480,0,Rural,N
Male,Yes,1,Graduate,No,15774,40830,276,360,1,Rural,Y
Male,Yes,1,Graduate,No,31026,41843,275,480,1,Rural,Y
Male,Yes,0,Graduate,No,112522,20598,119,360,1,Urban,Y
Female,Yes,2,Graduate,Yes,32062,26398,83,300,0,Rural,N
Female,No,0,Graduate,No,98182,10027,75,360,1,Semiurban,Y
Male,Yes,0,Graduate,Yes,25907,6649,300,120,1,Semiurban,Y
Female,Yes,2,Not Graduate,No,51223,33451,75,300,1,Semiurban,Y
Male,Yes,1,Graduate,No,112665,3681,90,300,1,Urban,Y
Male,Yes,1,Graduate,Yes,71174,31372,107,360,1,Semiurban,Y
Female,No,3,Graduate,No,18658,6637,186,360,0,Rural,N
Female,No,2,Graduate,Yes,56726,954,189,360,1,Semiurban,Y
Female,No,0,Graduate,No,109991,4799,211,180,1,Rural,Y
Female,No,1,Not Graduate,No,43118,1779,225,300,1,Urban,Y
Female,No,3,Not Graduate,Yes,31832,6223,325,480,1,Semiurban,N
Male,No,1,Graduate,No,81111,11067,224,300,1,Semiurban,Y
Female,Yes,0,Graduate,No,110167,57844,333,240,0,Urban,N
Male,No,0,Graduate,No,80148,10463,292,120,1,Urban,Y
Male,No,1,Graduate,No,35056,5365,323,480,1,Semiurban,Y
Male,Yes,0,Graduate,No,107327,32864,289,240,1,Urban,Y
Female,Yes,2,Graduate,No,28452,30946,241,300,1,Rural,Y
Male,No,0,Graduate,No,100579,10034,164,300,1,Rural,Y
Female,No,3,Not Graduate,Yes,106153,3181,168,360,1,Urban,Y
Female,Yes,1,Graduate,No,99295,42936,314,300,1,Urban,Y
Male,Yes,3,Graduate,Yes,54846,21189,273,180,1,Semiurban,Y
Male,No,0,Graduate,No,27262,13994,53,240,1,Urban,Y
Female,Yes,1,Graduate,No,44013,51910,223,300,1,Semiurban,Y
Female,Yes,2,Not Graduate,No,116119,17713,61,360,0,Semiurban,N
Female,No,1,Not Graduate,No,15183,10172,121,300,1,Rural,Y
Female,Yes,0,Not Graduate,No,61400,16814,76,360,1,Urban,Y
Female,Yes,0,Not Graduate,No,70985,49007,225,180,0,Urban,N
Male,Yes,3,Graduate,No,24225,7266,314,180,1,Semiurban,Y
Female,Yes,1,Graduate,Yes,107932,59994,91,360,1,Rural,Y
Female,Yes,0,Graduate,No,85668,7031,292,480,1,Urban,Y
Female,No,3,Not Graduate,Yes,73234,425,242,360,1,Rural,Y
Male,No,1,Graduate,No,42960,6212,166,360,1,Semiurban,Y
Female,No,3,Not Graduate,No,40384,6684,178,300,1,Semiurban,Y
Male,Yes,2,Graduate,No,114544,38188,135,300,1,Rural,Y
Female,Yes,2,Graduate,Yes,98153,16216,63,300,1,Urban,Y
Male,Yes,1,Graduate,No,95149,56322,291,360,1,Urban,Y
Female,Yes,2,Graduate,No,116120,22269,345,240,1,Rural,Y
Female,Yes,0,Graduate,Yes,35214,969,276,300,1,Urban,Y
Female,No,1,Not Graduate,No,66908,2180,292,240,0,Urban,N
Male,No,0,Graduate,No,43228,10433,290,120,1,Urban,Y
Female,Yes,1,Graduate,No,62170,42129,103,240,1,Semiurban,Y
Male,Yes,1,Graduate,No,61322,14268,306,240,1,Urban,Y
Male,No,0,Graduate,No,75034,4995,315,180,1,Urban,Y
Female,Yes,0,Graduate,No,79330,7063,318,120,1,Urban,Y
Male,No,0,Graduate,No,91984,13100,252,180,1,Semiurban,Y
Female,Yes,2,Graduate,No,64595,6422,299,300,0,Rural,N
Male,Yes,1,Graduate,No,113571,28209,223,480,1,Semiurban,Y
Male,Yes,0,Graduate,No,24984,31902,163,360,1,Urban,Y
Female,No,0,Not Graduate,Yes,95131,6686,300,240,1,Rural,Y
Female,Yes,0,Graduate,Yes,49314,4591,109,360,1,Semiurban,Y
Male,Yes,0,Not Graduate,No,42425,17325,70,300,0,Rural,N
Male,Yes,0,Graduate,No,39007,12264,281,480,1,Urban,Y
Male,No,1,Graduate,No,90352,14399,346,300,0,Rural,N
Male,Yes,2,Graduate,No,49642,19316,116,360,1,Urban,Y
Male,Yes,0,Graduate,No,95074,11009,204,360,0,Rural,N
Female,Yes,1,Not Graduate,No,74918,37204,117,480,1,Urban,Y
Male,Yes,0,Graduate,No,108530,38092,281,360,1,Rural,Y
Male,Yes,1,Not Graduate,Yes,79111,27393,291,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,89968,38426,218,360,1,Urban,Y
Male,No,0,Graduate,No,24610,1943,182,480,1,Urban,Y
Male,Yes,0,Graduate,No,98502,18938,344,180,1,Semiurban,Y
Male,No,1,Graduate,No,17819,14900,192,180,1,Rural,Y
Female,No,3,Not Graduate,No,44765,10646,53,480,0,Urban,N
Female,No,2,Graduate,No,103618,7670,254,180,1,Rural,Y
Male,Yes,0,Graduate,No,89077,5237,105,300,1,Urban,Y
Male,Yes,1,Not Graduate,No,49662,4176,320,300,1,Semiurban,Y
Female,No,2,Not Graduate,Yes,119715,299,238,480,1,Rural,Y
Female,Yes,0,Graduate,No,22083,22165,164,360,1,Rural,Y
Female,Yes,1,Not Graduate,No,32279,51049,130,240,1,Rural,Y
Male,Yes,2,Not Graduate,No,68253,10900,188,360,1,Semiurban,Y
Male,Yes,1,Not Graduate,No,100340,58632,276,360,0,Urban,N
Female,No,2,Not Graduate,No,49594,8602,70,120,1,Semiurban,Y
Female,No,2,Graduate,No,109388,10301,245,360,1,Urban,Y
Male,Yes,1,Graduate,No,111009,14391,130,360,0,Urban,Y
Female,Yes,0,Graduate,Yes,88887,12855,52,120,1,Urban,Y
Male,Yes,1,Graduate,Yes,18185,38291,134,180,1,Urban,Y
Female,Yes,0,Graduate,No,38264,1530,72,300,1,Semiurban,Y
Female,No,0,Not Graduate,No,51504,5100,258,360,1,Semiurban,Y
Female,Yes,0,Graduate,Yes,29971,34454,307,240,1,Semiurban,Y
Male,No,0,Graduate,No,17412,7787,208,360,0,Rural,N
Male,No,0,Graduate,No,101692,4486,187,120,1,Urban,Y
Female,Yes,3,Graduate,No,90273,3302,164,480,1,Rural,Y
Female,Yes,0,Graduate,No,27073,53963,256,360,0,Semiurban,N
Male,Yes,1,Graduate,No,118604,38059,169,360,1,Rural,Y
Female,No,0,Graduate,Yes,117522,14597,152,360,1,Rural,Y
Female,Yes,2,Graduate,No,21010,20512,284,300,1,Urban,Y
Male,No,0,Graduate,Yes,46225,6082,301,240,1,Semiurban,Y
Female,Yes,0,Graduate,No,117932,44785,164,240,0,Semiurban,Y
Male,Yes,1,Graduate,No,20894,31368,319,360,1,Rural,Y
Male,Yes,0,Graduate,No,106395,53899,234,300,1,Rural,Y
Male,Yes,0,Not Graduate,Yes,59042,18753,123,300,0,Semiurban,N
Male,Yes,3,Graduate,No,22487,8915,189,180,1,Urban,Y
Male,No,0,Graduate,No,65150,11392,297,180,1,Semiurban,Y
Male,Yes,3,Graduate,No,50134,36542,199,300,1,Urban,Y
Female,Yes,1,Graduate,Yes,32173,8002,174,360,1,Semiurban,Y
Male,Yes,0,Not Graduate,No,27312,28638,197,360,1,Rural,Y
Male,Yes,1,Graduate,No,59241,56912,278,360,0,Rural,N
Female,No,1,Graduate,Yes,64592,4271,224,360,1,Semiurban,Y
Male,Yes,1,Not Graduate,No,65544,5792,332,360,1,Urban,Y
Male,Yes,0,Graduate,Yes,59013,14544,239,300,1,Semiurban,Y
Male,Yes,0,Not Graduate,No,110379,45754,216,360,1,Semiurban,Y
Female,No,0,Graduate,Yes,59498,9303,301,360,1,Semiurban,Y
Male,Yes,3,Not Graduate,Yes,104557,52863,61,480,1,Urban,Y
Male,Yes,0,Graduate,No,99303,10454,177,300,1,Urban,Y
Female,No,0,Graduate,No,55905,6539,69,360,1,Semiurban,Y
Male,No,0,Graduate,No,33665,4110,210,360,1,Urban,Y
Male,No,1,Graduate,No,82443,13381,184,240,1,Semiurban,Y
Male,Yes,1,Graduate,No,88333,12468,347,360,1,Rural,Y
Female,Yes,2,Graduate,No,81574,54250,89,300,0,Urban,Y
Female,Yes,2,Graduate,No,113412,23935,152,360,1,Semiurban,Y
Male,Yes,2,Graduate,No,48060,41907,219,120,1,Rural,Y
Male,No,2,Not Graduate,Yes,118467,6829,184,360,0,Urban,N
Female,Yes,1,Graduate,No,100635,12122,187,300,1,Semiurban,Y
Female,Yes,0,Graduate,No,38365,50314,320,360,1,Semiurban,Y
Male,Yes,2,Graduate,No,37251,54505,77,120,1,Semiurban,Y
Male,No,1,Graduate,No,35372,13768,326,180,1,Urban,Y
Female,Yes,2,Graduate,No,107879,38931,83,300,1,Rural,Y
Male,Yes,3,Graduate,No,102531,1455,335,300,1,Rural,Y
Female,Yes,1,Not Graduate,Yes,35676,18026,80,240,1,Semiurban,Y
Male,Yes,3,Not Graduate,No,99141,44106,299,180,0,Semiurban,N
Male,Yes,0,Graduate,No,47614,54011,127,120,1,Rural,Y
Female,No,1,Graduate,No,103590,9724,187,240,1,Urban,Y
Male,Yes,1,Graduate,No,54380,16476,151,180,1,Rural,Y
Female,No,1,Not Graduate,No,20556,12354,258,360,1,Rural,Y
Male,Yes,0,Graduate,No,119247,57962,316,360,1,Urban,Y
Female,Yes,0,Graduate,No,65357,9178,174,360,1,Semiurban,Y
Male,Yes,0,Not Graduate,Yes,86635,7361,150,240,1,Semiurban,Y
Male,No,1,Graduate,Yes,25559,6729,217,360,1,Urban,Y
Male,No,1,Not Graduate,No,30196,10049,347,360,1,Urban,Y
Male,Yes,0,Graduate,No,13102,40230,281,300,1,Semiurban,Y
Female,Yes,0,Graduate,No,110234,7163,330,360,1,Semiurban,Y
Female,Yes,0,Graduate,No,45789,41756,72,360,0,Urban,Y
Male,No,2,Not Graduate,No,101046,10277,176,480,1,Semiurban,Y
Male,Yes,2,Not Graduate,No,43881,14292,314,360,1,Rural,Y
Female,No,2,Graduate,No,12626,13556,251,300,1,Semiurban,Y
Female,No,2,Graduate,No,90322,2796,253,360,1,Semiurban,Y
Male,Yes,2,Graduate,Yes,81134,46903,154,300,1,Rural,Y
Male,No,3,Graduate,Yes,103591,10725,214,300,1,Semiurban,Y
Male,Yes,1,Not Graduate,No,40919,45767,325,300,0,Urban,N
Female,Yes,1,Graduate,No,58526,50603,313,180,1,Urban,Y
Male,No,2,Graduate,No,99039,4959,207,360,1,Urban,Y
Female,No,1,Graduate,Yes,109994,8647,105,120,1,Semiurban,Y
Female,Yes,1,Not Graduate,No,50232,46460,189,300,1,Rural,Y
Male,Yes,1,Graduate,No,53452,35026,179,300,1,Urban,Y
Female,Yes,2,Graduate,Yes,30345,28041,315,300,1,Semiurban,Y
Female,Yes,0,Graduate,Yes,119024,30537,255,240,1,Urban,Y
Female,Yes,1,Not Graduate,No,25591,44566,146,360,0,Semiurban,N
Male,Yes,0,Graduate,No,29723,39761,166,480,1,Urban,Y
Male,Yes,1,Graduate,No,96080,44867,289,300,1,Rural,Y
Female,Yes,1,Not Graduate,No,114189,56831,217,360,1,Rural,Y
Female,Yes,0,Graduate,No,74387,43654,288,480,1,Urban,Y
Male,Yes,0,Graduate,No,47859,5554,102,240,1,Semiurban,Y
Female,Yes,1,Graduate,Yes,87153,26153,283,360,1,Urban,Y
Female,Yes,0,Graduate,No,41319,31179,211,120,0,Semiurban,N
Male,Yes,1,Graduate,No,78629,56116,278,360,0,Urban,N
Female,No,0,Graduate,No,76092,6560,315,300,1,Semiurban,Y
Female,Yes,2,Not Graduate,No,20052,40624,210,240,1,Semiurban,Y
Female,No,0,Graduate,No,102288,4550,319,360,1,Semiurban,Y
Female,No,2,Graduate,Yes,13541,4173,195,480,1,Semiurban,Y
Female,No,2,Graduate,No,73757,547,278,360,1,Rural,Y
Female,No,1,Graduate,No,103522,7505,146,240,1,Semiurban,Y
Male,No,3,Graduate,No,19753,9979,201,240,0,Urban,N
Male,Yes,1,Graduate,No,71498,19482,104,360,1,Semiurban,Y
Male,No,3,Graduate,No,69590,4366,225,360,1,Urban,Y
Female,Yes,0,Graduate,No,82257,35044,283,360,0,Rural,N
Male,No,0,Not Graduate,No,68292,5697,212,180,1,Urban,Y
Female,No,0,Graduate,No,25422,5637,288,360,1,Rural,Y
Male,Yes,2,Graduate,No,90315,987,197,480,1,Urban,Y
Male,Yes,2,Graduate,No,38182,54979,226,180,1,Urban,Y
Female,Yes,1,Graduate,No,84659,51230,215,360,1,Semiurban,Y
Female,Yes,1,Graduate,No,96804,18597,311,360,0,Urban,N
Male,No,0,Graduate,No,116215,1977,294,360,1,Rural,Y
Female,No,0,Graduate,No,59193,5938,111,240,1,Rural,Y
Female,Yes,1,Graduate,No,14023,40078,97,120,1,Urban,Y
Male,No,1,Graduate,No,25389,9861,348,120,1,Semiurban,Y
Female,Yes,1,Graduate,No,90742,2386,266,360,1,Semiurban,Y
Male,No,3,Graduate,No,89977,7966,74,240,1,Semiurban,Y
Male,Yes,0,Graduate,No,112378,38632,195,360,0,Semiurban,N
Female,Yes,0,Graduate,No,107450,33460,163,120,0,Urban,Y
Female,Yes,1,Not Graduate,No,34090,5936,160,360,1,Rural,Y
Male,Yes,1,Not Graduate,No,33307,8953,253,300,1,Urban,Y
Male,Yes,3,Graduate,Yes,76310,53323,217,300,1,Semiurban,Y
Male,Yes,0,Not Graduate,No,81711,55720,181,240,1,Rural,Y
Male,Yes,1,Graduate,No,49316,32025,100,360,1,Semiurban,Y
Male,Yes,2,Graduate,Yes,83442,48308,271,480,1,Urban,Y
Female,Yes,0,Graduate,No,106883,19853,92,240,1,Semiurban,Y
Female,No,0,Not Graduate,No,44111,5421,93,240,1,Urban,Y
Female,No,2,Graduate,No,87104,2446,128,360,1,Rural,Y
Male,Yes,1,Graduate,No,113782,21200,93,360,1,Semiurban,Y
Male,Yes,3,Graduate,No,89011,55269,269,360,0,Urban,N
Male,Yes,3,Graduate,Yes,47968,27656,92,360,1,Semiurban,Y
Male,Yes,1,Graduate,No,16483,57922,56,480,1,Rural,Y
Male,No,0,Not Graduate,No,101810,7600,270,300,1,Rural,Y
Female,Yes,1,Graduate,No,51341,44060,259,360,1,Urban,Y
Female,Yes,1,Graduate,No,85860,35890,343,360,0,Semiurban,N
Male,No,0,Graduate,Yes,78457,12832,180,360,1,Urban,Y
Male,Yes,0,Graduate,Yes,50750,56165,62,360,1,Semiurban,Y
Female,Yes,1,Graduate,No,26847,47872,104,360,1,Urban,Y
Male,No,0,Graduate,No,66332,1239,226,240,0,Semiurban,N
Female,Yes,3,Graduate,No,38459,19547,336,180,1,Urban,Y
Female,Yes,1,Graduate,No,106540,8501,123,180,1,Semiurban,Y
Male,Yes,2,Not Graduate,No,111033,37002,96,480,1,Semiurban,Y
Female,Yes,2,Graduate,Yes,82909,3899,249,360,1,Urban,Y
Male,Yes,0,Not Graduate,No,36387,40182,302,180,1,Semiurban,Y
Male,Yes,1,Not Graduate,No,36112,6132,110,480,1,Semiurban,Y
Male,Yes,2,Graduate,Yes,57841,20359,289,120,1,Rural,Y
Female,No,0,Graduate,No,104062,5873,200,240,0,Urban,N
Male,No,0,Graduate,No,97340,10499,106,360,1,Rural,Y
Female,No,0,Graduate,No,65127,10289,286,240,0,Rural,N
Female,Yes,1,Graduate,Yes,40442,33620,241,180,0,Urban,N
Male,Yes,1,Not Graduate,No,57200,18857,53,360,1,Urban,Y
Female,Yes,1,Not Graduate,No,17055,7892,316,300,1,Urban,Y
